x-axis,1,3
second,Volt,Volt
-5.844000E+00,-46.794E-03,-295.980E-03
-5.839000E+00,-46.794E-03,-295.980E-03
-5.834000E+00,-46.794E-03,-295.980E-03
-5.829000E+00,-46.794E-03,-295.980E-03
-5.824000E+00,-46.794E-03,-295.980E-03
-5.819000E+00,-46.794E-03,-295.980E-03
-5.814000E+00,-46.794E-03,-295.980E-03
-5.809000E+00,-44.281E-03,-295.980E-03
-5.804000E+00,-46.794E-03,-295.980E-03
-5.799000E+00,-46.794E-03,-295.980E-03
-5.794000E+00,-46.794E-03,-295.980E-03
-5.789000E+00,-46.794E-03,-295.980E-03
-5.784000E+00,-46.794E-03,-295.980E-03
-5.779000E+00,-46.794E-03,-295.980E-03
-5.774000E+00,-46.794E-03,-295.980E-03
-5.769000E+00,-46.794E-03,-295.980E-03
-5.764000E+00,-46.794E-03,-295.980E-03
-5.759000E+00,-46.794E-03,-295.980E-03
-5.754000E+00,-46.794E-03,-295.980E-03
-5.749000E+00,-46.794E-03,-295.980E-03
-5.744000E+00,-46.794E-03,-295.980E-03
-5.739000E+00,-46.794E-03,-295.980E-03
-5.734000E+00,-46.794E-03,-295.980E-03
-5.729000E+00,-46.794E-03,-295.980E-03
-5.724000E+00,-46.794E-03,-295.980E-03
-5.719000E+00,-46.794E-03,-295.980E-03
-5.714000E+00,-46.794E-03,-295.980E-03
-5.709000E+00,-46.794E-03,-295.980E-03
-5.704000E+00,-46.794E-03,-295.980E-03
-5.699000E+00,-46.794E-03,-295.980E-03
-5.694000E+00,-46.794E-03,-295.980E-03
-5.689000E+00,-46.794E-03,-295.980E-03
-5.684000E+00,-46.794E-03,-295.980E-03
-5.679000E+00,-46.794E-03,-295.980E-03
-5.674000E+00,-46.794E-03,-295.980E-03
-5.669000E+00,-46.794E-03,-295.980E-03
-5.664000E+00,-46.794E-03,-295.980E-03
-5.659000E+00,-46.794E-03,-295.980E-03
-5.654000E+00,-46.794E-03,-295.980E-03
-5.649000E+00,-46.794E-03,-295.980E-03
-5.644000E+00,-46.794E-03,-295.980E-03
-5.639000E+00,-44.281E-03,-295.980E-03
-5.634000E+00,-46.794E-03,-295.980E-03
-5.629000E+00,-46.794E-03,-295.980E-03
-5.624000E+00,-46.794E-03,-295.980E-03
-5.619000E+00,-46.794E-03,-295.980E-03
-5.614000E+00,-46.794E-03,-295.980E-03
-5.609000E+00,-46.794E-03,-295.980E-03
-5.604000E+00,-46.794E-03,-295.980E-03
-5.599000E+00,-46.794E-03,-295.980E-03
-5.594000E+00,-46.794E-03,-295.980E-03
-5.589000E+00,-44.281E-03,-295.980E-03
-5.584000E+00,-46.794E-03,-295.980E-03
-5.579000E+00,-46.794E-03,-295.980E-03
-5.574000E+00,-46.794E-03,-295.980E-03
-5.569000E+00,-46.794E-03,-295.980E-03
-5.564000E+00,-46.794E-03,-295.980E-03
-5.559000E+00,-46.794E-03,-295.980E-03
-5.554000E+00,-46.794E-03,-295.980E-03
-5.549000E+00,-46.794E-03,-295.980E-03
