x-axis,1,2,3
second,Volt,Volt,Volt
-2.280000E+00,+6.161E-03,+2.783668E+00,-6.508166E+00
-2.275000E+00,-8.915E-03,+2.718342E+00,-6.658920E+00
-2.270000E+00,-214.945E-03,+2.542462E+00,-6.457915E+00
-2.265000E+00,-114.442E-03,+2.703266E+00,-5.942839E+00
-2.260000E+00,-54.141E-03,+2.703266E+00,-6.457915E+00
-2.255000E+00,-54.141E-03,+2.577638E+00,-6.244347E+00
-2.250000E+00,-69.216E-03,+2.703266E+00,-6.457915E+00
-2.245000E+00,-29.015E-03,+2.718342E+00,-6.508166E+00
-2.240000E+00,-94.342E-03,+2.763568E+00,-6.244347E+00
-2.235000E+00,-8.915E-03,+2.718342E+00,-6.709171E+00
-2.230000E+00,-134.543E-03,+2.763568E+00,-6.545854E+00
-2.225000E+00,-114.442E-03,+2.457035E+00,-6.508166E+00
-2.220000E+00,-54.141E-03,+2.703266E+00,-6.395101E+00
-2.215000E+00,+11.186E-03,+2.718342E+00,-6.106156E+00
-2.210000E+00,+11.186E-03,+2.763568E+00,-6.545854E+00
-2.205000E+00,-34.040E-03,+2.718342E+00,-5.792085E+00
-2.200000E+00,-134.543E-03,+2.703266E+00,-6.746859E+00
-2.195000E+00,+11.186E-03,+2.703266E+00,-6.093593E+00
-2.190000E+00,-29.015E-03,+2.517337E+00,-6.545854E+00
-2.185000E+00,+71.487E-03,+2.783668E+00,-5.942839E+00
-2.180000E+00,-8.915E-03,+2.577638E+00,-6.558417E+00
-2.175000E+00,+11.186E-03,+2.783668E+00,-6.256910E+00
-2.170000E+00,+11.186E-03,+2.763568E+00,-6.093593E+00
-2.165000E+00,-134.543E-03,+2.577638E+00,-6.658920E+00
-2.160000E+00,-8.915E-03,+2.703266E+00,-6.709171E+00
-2.155000E+00,-54.141E-03,+2.658040E+00,-6.709171E+00
-2.150000E+00,-54.141E-03,+2.703266E+00,-5.741834E+00
-2.145000E+00,-114.442E-03,+2.663065E+00,-6.407663E+00
-2.140000E+00,-69.216E-03,+2.718342E+00,-6.457915E+00
-2.135000E+00,-8.915E-03,+2.783668E+00,-6.143844E+00
-2.130000E+00,-69.216E-03,+2.703266E+00,-5.842337E+00
-2.125000E+00,-54.141E-03,+2.703266E+00,-6.156407E+00
-2.120000E+00,-114.442E-03,+2.763568E+00,-6.658920E+00
-2.115000E+00,+11.186E-03,+2.683166E+00,-6.244347E+00
-2.110000E+00,-134.543E-03,+2.703266E+00,-6.457915E+00
-2.105000E+00,-8.915E-03,+2.703266E+00,-6.709171E+00
-2.100000E+00,-8.915E-03,+2.763568E+00,-6.156407E+00
-2.095000E+00,+26.261E-03,+2.703266E+00,-6.545854E+00
-2.090000E+00,+11.186E-03,+2.718342E+00,-6.143844E+00
-2.085000E+00,-8.915E-03,+2.637940E+00,-6.658920E+00
-2.080000E+00,-114.442E-03,+2.703266E+00,-6.194096E+00
-2.075000E+00,-34.040E-03,+2.703266E+00,-5.704146E+00
-2.070000E+00,-54.141E-03,+2.703266E+00,-6.608668E+00
-2.065000E+00,-114.442E-03,+2.642965E+00,-6.658920E+00
-2.060000E+00,-69.216E-03,+2.718342E+00,-6.709171E+00
-2.055000E+00,-34.040E-03,+2.642965E+00,-6.143844E+00
-2.050000E+00,+11.186E-03,+2.703266E+00,-6.407663E+00
-2.045000E+00,-34.040E-03,+2.703266E+00,-6.709171E+00
-2.040000E+00,-34.040E-03,+2.703266E+00,-6.545854E+00
-2.035000E+00,-8.915E-03,+2.622864E+00,-6.093593E+00
-2.030000E+00,+11.186E-03,+2.703266E+00,-6.545854E+00
-2.025000E+00,-134.543E-03,+2.683166E+00,-6.709171E+00
-2.020000E+00,+11.186E-03,+2.663065E+00,-6.658920E+00
-2.015000E+00,-174.744E-03,+2.763568E+00,-6.093593E+00
-2.010000E+00,-34.040E-03,+2.763568E+00,-5.942839E+00
-2.005000E+00,+11.186E-03,+2.723367E+00,-6.256910E+00
-2.000000E+00,-54.141E-03,+2.703266E+00,-6.608668E+00
-1.995000E+00,-114.442E-03,+2.703266E+00,-6.545854E+00
-1.990000E+00,-34.040E-03,+2.703266E+00,-5.942839E+00
-1.985000E+00,-34.040E-03,+2.703266E+00,-5.842337E+00
-1.980000E+00,-69.216E-03,+2.763568E+00,-6.244347E+00
-1.975000E+00,-54.141E-03,+2.718342E+00,-6.508166E+00
-1.970000E+00,+26.261E-03,+2.703266E+00,-6.709171E+00
-1.965000E+00,-34.040E-03,+2.703266E+00,-6.709171E+00
-1.960000E+00,-54.141E-03,+2.703266E+00,-6.043342E+00
-1.955000E+00,-94.342E-03,+2.783668E+00,-6.658920E+00
-1.950000E+00,-34.040E-03,+2.703266E+00,-6.395101E+00
-1.945000E+00,-54.141E-03,+2.763568E+00,-5.942839E+00
-1.940000E+00,-8.915E-03,+2.703266E+00,-6.407663E+00
-1.935000E+00,-114.442E-03,+2.642965E+00,-6.143844E+00
-1.930000E+00,-89.317E-03,+2.783668E+00,-5.942839E+00
-1.925000E+00,-34.040E-03,+2.763568E+00,-6.194096E+00
-1.920000E+00,-69.216E-03,+2.718342E+00,-6.256910E+00
-1.915000E+00,-69.216E-03,+2.703266E+00,-6.143844E+00
-1.910000E+00,+26.261E-03,+2.718342E+00,-6.106156E+00
-1.905000E+00,-94.342E-03,+2.703266E+00,-6.709171E+00
-1.900000E+00,+11.186E-03,+2.783668E+00,-6.357412E+00
-1.895000E+00,-34.040E-03,+2.637940E+00,-6.558417E+00
-1.890000E+00,-8.915E-03,+2.718342E+00,-6.143844E+00
-1.885000E+00,-34.040E-03,+2.763568E+00,-6.709171E+00
-1.880000E+00,-69.216E-03,+2.703266E+00,-5.993091E+00
-1.875000E+00,-54.141E-03,+2.763568E+00,-6.608668E+00
-1.870000E+00,-54.141E-03,+2.783668E+00,-6.206658E+00
-1.865000E+00,-69.216E-03,+2.718342E+00,-6.407663E+00
-1.860000E+00,-114.442E-03,+2.703266E+00,-6.508166E+00
-1.855000E+00,+11.186E-03,+2.703266E+00,-6.106156E+00
-1.850000E+00,+11.186E-03,+2.763568E+00,-5.942839E+00
-1.845000E+00,-134.543E-03,+2.703266E+00,-6.709171E+00
-1.840000E+00,-114.442E-03,+2.703266E+00,-6.256910E+00
-1.835000E+00,-34.040E-03,+2.763568E+00,-5.905151E+00
-1.830000E+00,+11.186E-03,+2.642965E+00,-6.043342E+00
-1.825000E+00,-54.141E-03,+2.703266E+00,-6.608668E+00
-1.820000E+00,-94.342E-03,+2.703266E+00,-6.558417E+00
-1.815000E+00,-69.216E-03,+2.763568E+00,-5.653895E+00
-1.810000E+00,-34.040E-03,+2.703266E+00,-6.307161E+00
-1.805000E+00,-114.442E-03,+2.718342E+00,-5.942839E+00
-1.800000E+00,-8.915E-03,+2.723367E+00,-6.244347E+00
-1.795000E+00,-34.040E-03,+2.763568E+00,-5.792085E+00
-1.790000E+00,-54.141E-03,+2.763568E+00,-6.407663E+00
-1.785000E+00,-8.915E-03,+2.703266E+00,-6.658920E+00
-1.780000E+00,-94.342E-03,+2.517337E+00,-6.608668E+00
-1.775000E+00,-174.744E-03,+2.577638E+00,-5.942839E+00
-1.770000E+00,-34.040E-03,+2.763568E+00,-5.942839E+00
-1.765000E+00,-114.442E-03,+2.637940E+00,-5.942839E+00
-1.760000E+00,-54.141E-03,+2.517337E+00,-6.307161E+00
-1.755000E+00,-94.342E-03,+2.703266E+00,-6.709171E+00
-1.750000E+00,-69.216E-03,+2.703266E+00,-6.395101E+00
-1.745000E+00,+26.261E-03,+2.642965E+00,-5.892588E+00
-1.740000E+00,-114.442E-03,+2.703266E+00,-6.545854E+00
-1.735000E+00,+26.261E-03,+2.703266E+00,-6.658920E+00
-1.730000E+00,-94.342E-03,+2.703266E+00,-6.545854E+00
-1.725000E+00,-94.342E-03,+2.763568E+00,-6.093593E+00
-1.720000E+00,-34.040E-03,+2.718342E+00,-5.905151E+00
-1.715000E+00,-134.543E-03,+2.718342E+00,-6.608668E+00
-1.710000E+00,-69.216E-03,+2.582663E+00,-6.608668E+00
-1.705000E+00,-34.040E-03,+2.683166E+00,-6.709171E+00
-1.700000E+00,-34.040E-03,+2.718342E+00,-5.854900E+00
-1.695000E+00,+11.186E-03,+2.703266E+00,-6.093593E+00
-1.690000E+00,-54.141E-03,+2.637940E+00,-5.892588E+00
-1.685000E+00,-34.040E-03,+2.703266E+00,-6.545854E+00
-1.680000E+00,-34.040E-03,+2.763568E+00,-6.545854E+00
-1.675000E+00,-94.342E-03,+2.763568E+00,-6.457915E+00
-1.670000E+00,-69.216E-03,+2.718342E+00,-6.658920E+00
-1.665000E+00,-54.141E-03,+2.642965E+00,-6.658920E+00
-1.660000E+00,-54.141E-03,+2.703266E+00,-6.457915E+00
