x-axis,1,2
second,Volt,Volt
-33.60000E+00,,
-33.57500E+00,+643.22E-03,+2.92928E+00
-33.55000E+00,+675.88E-03,+3.18053E+00
-33.52500E+00,+683.42E-03,+3.57752E+00
-33.50000E+00,-756.28E-03,+3.76847E+00
-33.47500E+00,-763.82E-03,+3.81872E+00
-33.45000E+00,-728.64E-03,+3.22576E+00
-33.42500E+00,-748.74E-03,+3.92928E+00
-33.40000E+00,-723.62E-03,+3.34636E+00
-33.37500E+00,-748.74E-03,+2.40164E+00
-33.35000E+00,-756.28E-03,+2.51722E+00
-33.32500E+00,-748.74E-03,+2.10516E+00
-33.30000E+00,-723.62E-03,+1.75842E+00
-33.27500E+00,-723.62E-03,+1.81370E+00
-33.25000E+00,-723.62E-03,+1.72325E+00
-33.22500E+00,-723.62E-03,+1.05993E+00
-33.20000E+00,-728.64E-03,+1.68305E+00
-33.17500E+00,-748.74E-03,+989.58E-03
-33.15000E+00,-728.64E-03,+567.47E-03
-33.12500E+00,-723.62E-03,+753.40E-03
-33.10000E+00,-756.28E-03,+602.64E-03
-33.07500E+00,-748.74E-03,-221.48E-03
-33.05000E+00,-723.62E-03,+85.06E-03
-33.02500E+00,-748.74E-03,-744.09E-03
-33.00000E+00,+683.42E-03,-372.23E-03
-32.97500E+00,+655.78E-03,-1.07575E+00
-32.95000E+00,+675.88E-03,-764.19E-03
-32.92500E+00,+668.34E-03,-171.23E-03
-32.90000E+00,+683.42E-03,+130.28E-03
-32.87500E+00,+683.42E-03,+306.16E-03
-32.85000E+00,+683.42E-03,-55.65E-03
-32.82500E+00,+655.78E-03,+331.29E-03
-32.80000E+00,+648.24E-03,+1.34134E+00
-32.77500E+00,+683.42E-03,+1.12526E+00
-32.75000E+00,+683.42E-03,+944.35E-03
-32.72500E+00,+655.78E-03,+1.61772E+00
-32.70000E+00,+675.88E-03,+2.02978E+00
-32.67500E+00,+683.42E-03,+2.21068E+00
-32.65000E+00,+683.42E-03,+2.75842E+00
-32.62500E+00,+668.34E-03,+2.34636E+00
-32.60000E+00,+675.88E-03,+3.10013E+00
-32.57500E+00,+683.42E-03,+2.98958E+00
-32.55000E+00,+683.42E-03,+3.74335E+00
-32.52500E+00,+643.22E-03,+3.45189E+00
-32.50000E+00,-545.23E-03,+3.92928E+00
-32.47500E+00,-748.74E-03,+3.76847E+00
-32.45000E+00,-728.64E-03,+3.56244E+00
-32.42500E+00,-723.62E-03,+3.06998E+00
-32.40000E+00,-723.62E-03,+2.82375E+00
-32.37500E+00,-723.62E-03,+2.53229E+00
