-0.6633,0,0,474
-1.1709,-0.5,-0.008726646,450
-1.18593,-1,-0.017453293,424
-2.2111,-1.5,-0.026179939,409
-2.5829,-2,-0.034906585,395
-3.0854,-2.5,-0.043633231,373
-3.6734,-3,-0.052359878,350
-0.2211,0.5,0.008726646,493
0.2161,1,0.017453293,514
0.7186,1.5,0.026179939,534
1.2462,2,0.034906585,555
1.7186,2.5,0.043633231,575
2.3166,3,0.052359878,594
2.5729,3.5,0.061086524,610
2.5729,3.2,,
